pedido_id,fecha,cliente_id,cliente_nombre,ciudad,region,producto_id,producto_nombre,categoria,cantidad,precio_unitario,importe,canal,metodo_pago,valoracion,importe_por_unidad_bruto,dia_semana
PED204381,2025-01-10,C100234,Cliente 0235,Bilbao,Norte,P007,Webcam HD,Electrónica,2,143.8,287.6,Web,Tarjeta,4.0,143.8,Friday
PED210611,2025-01-10,C100115,Cliente 0116,Zaragoza,Centro,P009,Bombilla inteligente,Hogar,5,99.31,496.55,App móvil,Tarjeta,4.0,99.31,Friday
PED203343,2025-01-10,C100175,Cliente 0176,Bilbao,Norte,P022,Sudadera capucha,Moda,5,48.36,241.8,App móvil,Tarjeta,4.0,48.36,Friday
PED208230,2025-01-10,C100183,Cliente 0184,Málaga,Andalucía,P018,Zapatillas running,Deporte,5,133.55,667.75,Web,PayPal,4.0,133.55,Friday
PED205520,2025-01-10,C100336,Cliente 0337,Vigo,Norte,P003,Ratón inalámbrico,Electrónica,4,114.71,458.84,App móvil,Tarjeta,3.0,114.71,Friday
PED205381,2025-01-10,C100252,Cliente 0253,Barcelona,Cataluña,P009,Bombilla inteligente,Hogar,2,88.01,176.02,Web,Tarjeta,4.0,88.01,Friday
PED208920,2025-01-10,C100023,Cliente 0024,Vigo,Norte,P010,Robot aspirador,Hogar,5,103.93,519.65,Web,Transferencia,5.0,103.93,Friday
PED204170,2025-01-10,C100012,Cliente 0013,Murcia,Levante,P008,"Monitor 24""",Electrónica,1,165.29,165.29,App móvil,Transferencia,4.0,165.29,Friday
PED210563,2025-01-10,C100118,Cliente 0119,Valencia,Levante,P022,Sudadera capucha,Moda,1,50.63,50.63,Web,Transferencia,3.0,50.63,Friday
PED207748,2025-01-10,C100286,Cliente 0287,Barcelona,Cataluña,P015,Esterilla yoga,Deporte,2,136.41,272.82,Web,Transferencia,4.0,136.41,Friday
PED209432,2025-01-10,C100193,Cliente 0194,Sevilla,Andalucía,P006,Powerbank 10000mAh,Electrónica,2,98.59,197.18,Web,PayPal,3.0,98.59,Friday
PED206841,2025-01-10,C100267,Cliente 0268,Sevilla,Andalucía,P012,Set sábanas,Hogar,1,26.46,26.46,App móvil,Transferencia,5.0,26.46,Friday
PED206374,2025-01-10,C100330,Cliente 0331,Zaragoza,Centro,P023,Mochila urbana,Moda,5,77.39,386.95,Marketplace,Tarjeta,5.0,77.39,Friday
PED208871,2025-01-10,C100304,Cliente 0305,Zaragoza,Centro,P021,Camiseta algodón,Moda,1,134.45,134.45,Web,Tarjeta,5.0,134.45,Friday
PED206838,2025-01-10,C100040,Cliente 0041,Barcelona,Cataluña,P002,Cargador USB-C,Electrónica,2,39.63,79.26,Web,PayPal,5.0,39.63,Friday
PED206466,2025-01-10,C100033,Cliente 0034,Zaragoza,Centro,P023,Mochila urbana,Moda,3,69.35,208.05,App móvil,PayPal,4.0,69.35,Friday
PED206960,2025-01-10,C100212,Cliente 0213,Murcia,Levante,P023,Mochila urbana,Moda,1,64.85,64.85,Web,Tarjeta,4.0,64.85,Friday
PED208524,2025-01-10,C100117,Cliente 0118,Barcelona,Cataluña,P025,Cinturón cuero,Moda,3,31.58,94.74,Web,Tarjeta,5.0,31.58,Friday
PED202375,2025-01-10,C100176,Cliente 0177,Murcia,Levante,P007,Webcam HD,Electrónica,1,137.14,137.14,Marketplace,Tarjeta,4.0,137.14,Friday
PED200128,2025-01-10,C100125,Cliente 0126,Zaragoza,Centro,P023,Mochila urbana,Moda,3,75.62,226.86,Web,Tarjeta,3.0,75.62,Friday
PED205710,2025-01-10,C100092,Cliente 0093,Palma,Levante,P028,Agenda 2026,Papelería,2,81.9,163.8,Web,PayPal,3.0,81.9,Friday
PED207922,2025-01-11,C100299,Cliente 0300,Madrid,Centro,P007,Webcam HD,Electrónica,5,138.85,694.25,Web,Tarjeta,5.0,138.85,Saturday
PED202214,2025-01-11,C100109,Cliente 0110,Murcia,Levante,P013,Lámpara escritorio,Hogar,3,27.62,82.86,Web,PayPal,5.0,27.62,Saturday
PED210758,2025-01-11,C100138,Cliente 0139,Sevilla,Andalucía,P008,"Monitor 24""",Electrónica,5,151.28,756.4,App móvil,Tarjeta,,151.28,Saturday
PED200605,2025-01-11,C100056,Cliente 0057,Zaragoza,Centro,P020,Reloj deportivo,Deporte,1,155.72,155.72,Web,Tarjeta,4.0,155.72,Saturday
PED200863,2025-01-11,C100272,Cliente 0273,Barcelona,Cataluña,P019,Banda elástica,Deporte,1,65.03,65.03,Marketplace,Tarjeta,5.0,65.03,Saturday
PED204984,2025-01-11,C100029,Cliente 0030,Bilbao,Norte,P028,Agenda 2026,Papelería,2,84.8,169.6,Marketplace,Tarjeta,4.0,84.8,Saturday
PED203137,2025-01-11,C100279,Cliente 0280,Madrid,Centro,P008,"Monitor 24""",Electrónica,1,135.96,135.96,App móvil,Tarjeta,4.0,135.96,Saturday
PED206303,2025-01-11,C100219,Cliente 0220,Vigo,Norte,P007,Webcam HD,Electrónica,4,144.83,579.32,Web,Tarjeta,5.0,144.83,Saturday
PED208823,2025-01-11,C100261,Cliente 0262,Barcelona,Cataluña,P001,Auriculares BT,Electrónica,3,105.45,316.35,Web,Tarjeta,2.0,105.45,Saturday
PED207894,2025-01-11,C100291,Cliente 0292,Valencia,Levante,P001,Auriculares BT,Electrónica,5,110.8,554.0,Web,PayPal,3.0,110.8,Saturday
PED202744,2025-01-11,C100302,Cliente 0303,Madrid,Centro,P025,Cinturón cuero,Moda,3,31.84,95.52,App móvil,Tarjeta,4.0,31.84,Saturday
PED203744,2025-01-11,C100241,Cliente 0242,Zaragoza,Centro,P005,Altavoz portátil,Electrónica,1,80.24,80.24,Web,Contra reembolso,5.0,80.24,Saturday
PED208786,2025-01-11,C100143,Cliente 0144,Bilbao,Norte,P029,Mochila portátil,Papelería,1,72.66,72.66,Web,Tarjeta,1.0,72.66,Saturday
PED209422,2025-01-11,C100238,Cliente 0239,Sevilla,Andalucía,P026,Cuaderno A5,Papelería,1,28.82,28.82,Marketplace,Tarjeta,,28.82,Saturday
PED208722,2025-01-11,C100175,Cliente 0176,Bilbao,Norte,P009,Bombilla inteligente,Hogar,2,87.9,175.8,Web,Tarjeta,4.0,87.9,Saturday
PED209596,2025-01-11,C100064,Cliente 0065,Bilbao,Norte,P027,Set bolígrafos,Papelería,4,170.98,683.92,Web,Tarjeta,2.0,170.98,Saturday
PED204307,2025-01-11,C100159,Cliente 0160,Murcia,Levante,P025,Cinturón cuero,Moda,1,32.43,32.43,Web,Transferencia,4.0,32.43,Saturday
PED200833,2025-01-12,C100111,Cliente 0112,Murcia,Levante,P005,Altavoz portátil,Electrónica,3,94.8,284.4,Marketplace,Contra reembolso,,94.8,Sunday
PED210383,2025-01-12,C100075,Cliente 0076,Bilbao,Norte,P023,Mochila urbana,Moda,4,75.11,300.44,App móvil,Transferencia,,75.11,Sunday
PED210154,2025-01-12,C100003,Cliente 0004,Bilbao,Norte,P030,Rotuladores 24u,Papelería,5,139.6,698.0,Web,Tarjeta,4.0,139.6,Sunday
PED201329,2025-01-12,C100209,Cliente 0210,Murcia,Levante,P002,Cargador USB-C,Electrónica,1,35.07,35.07,App móvil,Tarjeta,4.0,35.07,Sunday
PED203766,2025-01-12,C100346,Cliente 0347,Vigo,Norte,P006,Powerbank 10000mAh,Electrónica,3,97.59,292.77,App móvil,PayPal,4.0,97.59,Sunday
PED200891,2025-01-12,C100137,Cliente 0138,Madrid,Centro,P030,Rotuladores 24u,Papelería,2,141.52,283.04,Web,Tarjeta,4.0,141.52,Sunday
PED208045,2025-01-12,C100335,Cliente 0336,Palma,Levante,P016,Mancuernas 5kg,Deporte,1,73.18,73.18,Web,PayPal,5.0,73.18,Sunday
PED203097,2025-01-12,C100062,Cliente 0063,Sevilla,Andalucía,P014,Organizador armario,Hogar,1,20.45,20.45,Marketplace,Tarjeta,5.0,20.45,Sunday
PED207913,2025-01-12,C100153,Cliente 0154,Valencia,Levante,P022,Sudadera capucha,Moda,4,48.73,194.92,App móvil,Tarjeta,2.0,48.73,Sunday
PED208184,2025-01-12,C100285,Cliente 0286,Vigo,Norte,P029,Mochila portátil,Papelería,1,65.95,65.95,Web,Transferencia,3.0,65.95,Sunday
PED209651,2025-01-12,C100225,Cliente 0226,Sevilla,Andalucía,P020,Reloj deportivo,Deporte,2,177.95,355.9,Web,PayPal,4.0,177.95,Sunday
PED208241,2025-01-12,C100275,Cliente 0276,Bilbao,Norte,P026,Cuaderno A5,Papelería,1,30.33,30.33,Web,Tarjeta,5.0,30.33,Sunday
PED207573,2025-01-12,C100314,Cliente 0315,Valencia,Levante,P009,Bombilla inteligente,Hogar,2,84.93,169.86,Web,Tarjeta,5.0,84.93,Sunday
PED203356,2025-01-12,C100198,Cliente 0199,Sevilla,Andalucía,P015,Esterilla yoga,Deporte,1,136.09,136.09,App móvil,Transferencia,5.0,136.09,Sunday
PED209702,2025-01-12,C100026,Cliente 0027,Bilbao,Norte,P007,Webcam HD,Electrónica,4,157.95,631.8,App móvil,PayPal,4.0,157.95,Sunday
PED203802,2025-01-13,C100218,Cliente 0219,Bilbao,Norte,P005,Altavoz portátil,Electrónica,1,78.88,78.88,Web,Tarjeta,1.0,78.88,Monday
PED207876,2025-01-13,C100162,Cliente 0163,Bilbao,Norte,P029,Mochila portátil,Papelería,1,71.36,71.36,Marketplace,Tarjeta,3.0,71.36,Monday
PED207735,2025-01-13,C100016,Cliente 0017,Zaragoza,Centro,P012,Set sábanas,Hogar,4,29.77,119.08,Web,Transferencia,,29.77,Monday
PED204985,2025-01-13,C100252,Cliente 0253,Barcelona,Cataluña,P021,Camiseta algodón,Moda,2,128.8,257.6,App móvil,PayPal,5.0,128.8,Monday
PED207511,2025-01-13,C100318,Cliente 0319,Vigo,Norte,P023,Mochila urbana,Moda,1,62.73,62.73,Web,PayPal,2.0,62.73,Monday
PED211307,2025-01-13,C100259,Cliente 0260,Zaragoza,Centro,P023,Mochila urbana,Moda,4,66.66,266.64,App móvil,Transferencia,,66.66,Monday
PED209174,2025-01-13,C100259,Cliente 0260,Zaragoza,Centro,P001,Auriculares BT,Electrónica,3,106.18,318.54,Web,PayPal,4.0,106.18,Monday
PED208312,2025-01-13,C100167,Cliente 0168,Barcelona,Cataluña,P015,Esterilla yoga,Deporte,1,109.86,109.86,App móvil,Tarjeta,4.0,109.86,Monday
PED205136,2025-01-13,C100135,Cliente 0136,Sevilla,Andalucía,P001,Auriculares BT,Electrónica,2,117.31,234.62,Marketplace,PayPal,,117.31,Monday
PED201410,2025-01-13,C100264,Cliente 0265,Vigo,Norte,P024,Gafas de sol,Moda,3,59.72,179.16,Web,Tarjeta,4.0,59.72,Monday
PED208139,2025-01-13,C100338,Cliente 0339,Valencia,Levante,P001,Auriculares BT,Electrónica,1,116.04,116.04,Marketplace,Tarjeta,5.0,116.04,Monday
PED204274,2025-01-13,C100154,Cliente 0155,Bilbao,Norte,P024,Gafas de sol,Moda,2,67.49,134.98,App móvil,Contra reembolso,4.0,67.49,Monday
PED210996,2025-01-13,C100096,Cliente 0097,Valencia,Levante,P009,Bombilla inteligente,Hogar,1,95.52,95.52,Web,PayPal,4.0,95.52,Monday
PED200768,2025-01-13,C100166,Cliente 0167,Sevilla,Andalucía,P030,Rotuladores 24u,Papelería,2,139.44,278.88,App móvil,Tarjeta,3.0,139.44,Monday
PED206997,2025-01-13,C100260,Cliente 0261,Murcia,Levante,P016,Mancuernas 5kg,Deporte,1,85.66,85.66,Web,Tarjeta,1.0,85.66,Monday
PED206132,2025-01-13,C100163,Cliente 0164,Bilbao,Norte,P007,Webcam HD,Electrónica,4,137.24,548.96,Web,Tarjeta,5.0,137.24,Monday
PED203027,2025-01-13,C100260,Cliente 0261,Murcia,Levante,P026,Cuaderno A5,Papelería,4,33.6,134.4,Web,Tarjeta,3.0,33.6,Monday
PED206157,2025-01-13,C100235,Cliente 0236,Murcia,Levante,P016,Mancuernas 5kg,Deporte,3,77.22,231.66,Marketplace,Transferencia,4.0,77.22,Monday
PED211112,2025-01-13,C100154,Cliente 0155,Bilbao,Norte,P001,Auriculares BT,Electrónica,3,121.74,365.22,Web,PayPal,5.0,121.74,Monday
PED206849,2025-01-13,C100063,Cliente 0064,Vigo,Norte,P012,Set sábanas,Hogar,3,27.22,81.66,Web,PayPal,5.0,27.22,Monday
PED209613,2025-01-14,C100219,Cliente 0220,Vigo,Norte,P007,Webcam HD,Electrónica,1,135.57,135.57,Web,Contra reembolso,5.0,135.57,Tuesday
PED211722,2025-01-14,C100288,Cliente 0289,Zaragoza,Centro,P016,Mancuernas 5kg,Deporte,1,88.62,88.62,App móvil,Tarjeta,,88.62,Tuesday
PED211436,2025-01-14,C100144,Cliente 0145,Vigo,Norte,P004,Teclado mecánico,Electrónica,5,110.83,554.15,App móvil,PayPal,,110.83,Tuesday
PED211600,2025-01-14,C100324,Cliente 0325,Vigo,Norte,P023,Mochila urbana,Moda,3,62.54,187.62,Web,Tarjeta,5.0,62.54,Tuesday
PED203301,2025-01-14,C100213,Cliente 0214,Bilbao,Norte,P009,Bombilla inteligente,Hogar,4,91.95,367.8,App móvil,Tarjeta,5.0,91.95,Tuesday
PED203315,2025-01-14,C100006,Cliente 0007,Madrid,Centro,P002,Cargador USB-C,Electrónica,5,37.83,189.15,Web,Tarjeta,5.0,37.83,Tuesday
PED209430,2025-01-14,C100131,Cliente 0132,Zaragoza,Centro,P007,Webcam HD,Electrónica,1,153.83,153.83,Web,PayPal,,153.83,Tuesday
PED204860,2025-01-14,C100202,Cliente 0203,Bilbao,Norte,P018,Zapatillas running,Deporte,5,124.57,622.85,App móvil,PayPal,5.0,124.57,Tuesday
PED209445,2025-01-14,C100026,Cliente 0027,Bilbao,Norte,P030,Rotuladores 24u,Papelería,1,120.35,120.35,Web,Tarjeta,2.0,120.35,Tuesday
PED207414,2025-01-14,C100153,Cliente 0154,Valencia,Levante,P030,Rotuladores 24u,Papelería,1,145.49,145.49,Web,PayPal,5.0,145.49,Tuesday
PED211612,2025-01-14,C100156,Cliente 0157,Barcelona,Cataluña,P012,Set sábanas,Hogar,1,26.77,26.77,Web,PayPal,,26.77,Tuesday
PED203044,2025-01-14,C100258,Cliente 0259,Barcelona,Cataluña,P020,Reloj deportivo,Deporte,5,171.46,857.3,Web,Tarjeta,5.0,171.46,Tuesday
PED203043,2025-01-14,C100098,Cliente 0099,Málaga,Andalucía,P021,Camiseta algodón,Moda,5,151.48,757.4,App móvil,Tarjeta,4.0,151.48,Tuesday
PED204650,2025-01-14,C100199,Cliente 0200,Vigo,Norte,P026,Cuaderno A5,Papelería,1,33.12,33.12,Web,PayPal,,33.12,Tuesday
PED200406,2025-01-14,C100059,Cliente 0060,Málaga,Andalucía,P028,Agenda 2026,Papelería,1,93.32,93.32,Web,Tarjeta,4.0,93.32,Tuesday
PED201951,2025-01-15,C100070,Cliente 0071,Murcia,Levante,P029,Mochila portátil,Papelería,1,70.32,70.32,Web,Transferencia,,70.32,Wednesday
PED211376,2025-01-15,C100124,Cliente 0125,Palma,Levante,P025,Cinturón cuero,Moda,1,33.81,33.81,Web,Tarjeta,,33.81,Wednesday
PED206825,2025-01-15,C100024,Cliente 0025,Murcia,Levante,P018,Zapatillas running,Deporte,3,128.32,384.96,Web,Transferencia,5.0,128.32,Wednesday
PED205013,2025-01-15,C100075,Cliente 0076,Bilbao,Norte,P030,Rotuladores 24u,Papelería,1,134.25,134.25,Web,Transferencia,5.0,134.25,Wednesday
PED210945,2025-01-15,C100200,Cliente 0201,Sevilla,Andalucía,P028,Agenda 2026,Papelería,3,79.78,239.34,Web,Tarjeta,,79.78,Wednesday
PED201022,2025-01-15,C100007,Cliente 0008,Málaga,Andalucía,P019,Banda elástica,Deporte,2,57.71,115.42,Web,Tarjeta,4.0,57.71,Wednesday
PED202358,2025-01-15,C100246,Cliente 0247,Murcia,Levante,P010,Robot aspirador,Hogar,2,113.97,227.94,Web,Transferencia,4.0,113.97,Wednesday
PED200983,2025-01-15,C100032,Cliente 0033,Madrid,Centro,P012,Set sábanas,Hogar,1,26.88,26.88,App móvil,Tarjeta,3.0,26.88,Wednesday
PED202548,2025-01-15,C100077,Cliente 0078,Valencia,Levante,P017,Botella térmica,Deporte,5,129.16,645.8,Web,PayPal,3.0,129.16,Wednesday
PED203939,2025-01-15,C100290,Cliente 0291,Palma,Levante,P004,Teclado mecánico,Electrónica,4,118.75,475.0,Web,Tarjeta,3.0,118.75,Wednesday
PED208357,2025-01-15,C100314,Cliente 0315,Valencia,Levante,P020,Reloj deportivo,Deporte,1,161.21,161.21,Web,Tarjeta,5.0,161.21,Wednesday
PED201377,2025-01-15,C100030,Cliente 0031,Bilbao,Norte,P007,Webcam HD,Electrónica,3,159.13,477.39,Web,Tarjeta,3.0,159.13,Wednesday
PED208612,2025-01-15,C100212,Cliente 0213,Murcia,Levante,P026,Cuaderno A5,Papelería,4,34.52,138.08,Web,Tarjeta,5.0,34.52,Wednesday
PED210237,2025-01-15,C100032,Cliente 0033,Madrid,Centro,P028,Agenda 2026,Papelería,4,74.81,299.24,Web,Tarjeta,4.0,74.81,Wednesday
PED205458,2025-01-15,C100191,Cliente 0192,Málaga,Andalucía,P025,Cinturón cuero,Moda,5,30.81,154.05,Marketplace,Transferencia,5.0,30.81,Wednesday
PED209978,2025-01-15,C100018,Cliente 0019,Palma,Levante,P008,"Monitor 24""",Electrónica,2,144.21,288.42,App móvil,PayPal,4.0,144.21,Wednesday
PED201500,2025-01-15,C100005,Cliente 0006,Palma,Levante,P003,Ratón inalámbrico,Electrónica,4,103.19,412.76,Web,Tarjeta,5.0,103.19,Wednesday
PED202681,2025-01-15,C100327,Cliente 0328,Madrid,Centro,P019,Banda elástica,Deporte,1,72.07,72.07,Web,PayPal,5.0,72.07,Wednesday
PED208234,2025-01-15,C100096,Cliente 0097,Valencia,Levante,P015,Esterilla yoga,Deporte,1,121.89,121.89,Web,Contra reembolso,5.0,121.89,Wednesday
PED205946,2025-01-15,C100314,Cliente 0315,Valencia,Levante,P010,Robot aspirador,Hogar,5,106.41,532.05,Web,Contra reembolso,5.0,106.41,Wednesday
PED210100,2025-01-15,C100228,Cliente 0229,Zaragoza,Centro,P003,Ratón inalámbrico,Electrónica,3,104.62,313.86,App móvil,Tarjeta,5.0,104.62,Wednesday
PED200060,2025-01-15,C100080,Cliente 0081,Vigo,Norte,P023,Mochila urbana,Moda,5,76.19,380.95,Marketplace,Tarjeta,5.0,76.19,Wednesday
PED208957,2025-01-15,C100104,Cliente 0105,Murcia,Levante,P008,"Monitor 24""",Electrónica,1,140.39,140.39,App móvil,Transferencia,3.0,140.39,Wednesday
PED203186,2025-01-15,C100013,Cliente 0014,Murcia,Levante,P030,Rotuladores 24u,Papelería,3,133.23,399.69,Marketplace,Contra reembolso,3.0,133.23,Wednesday
PED200638,2025-01-16,C100140,Cliente 0141,Vigo,Norte,P017,Botella térmica,Deporte,1,157.39,157.39,App móvil,Tarjeta,,157.39,Thursday
PED207999,2025-01-16,C100107,Cliente 0108,Málaga,Andalucía,P001,Auriculares BT,Electrónica,1,116.61,116.61,Web,Tarjeta,4.0,116.61,Thursday
PED209470,2025-01-16,C100158,Cliente 0159,Zaragoza,Centro,P027,Set bolígrafos,Papelería,1,191.47,191.47,Web,Tarjeta,1.0,191.47,Thursday
PED206304,2025-01-16,C100219,Cliente 0220,Vigo,Norte,P013,Lámpara escritorio,Hogar,1,25.8,25.8,App móvil,Transferencia,3.0,25.8,Thursday
PED210201,2025-01-16,C100274,Cliente 0275,Bilbao,Norte,P005,Altavoz portátil,Electrónica,2,100.01,200.02,App móvil,Contra reembolso,,100.01,Thursday
PED206637,2025-01-16,C100024,Cliente 0025,Murcia,Levante,P026,Cuaderno A5,Papelería,2,36.19,72.38,App móvil,Tarjeta,4.0,36.19,Thursday
PED205905,2025-01-16,C100117,Cliente 0118,Barcelona,Cataluña,P006,Powerbank 10000mAh,Electrónica,4,103.97,415.88,App móvil,Tarjeta,5.0,103.97,Thursday
PED207915,2025-01-16,C100264,Cliente 0265,Vigo,Norte,P016,Mancuernas 5kg,Deporte,3,82.9,248.7,Web,PayPal,5.0,82.9,Thursday
PED200419,2025-01-16,C100007,Cliente 0008,Málaga,Andalucía,P030,Rotuladores 24u,Papelería,5,144.28,721.4,Web,Tarjeta,1.0,144.28,Thursday
PED203499,2025-01-16,C100027,Cliente 0028,Palma,Levante,P018,Zapatillas running,Deporte,3,133.8,401.4,App móvil,Tarjeta,5.0,133.8,Thursday
PED201568,2025-01-16,C100154,Cliente 0155,Bilbao,Norte,P017,Botella térmica,Deporte,3,137.6,412.8,Marketplace,Tarjeta,5.0,137.6,Thursday
PED204644,2025-01-16,C100081,Cliente 0082,Bilbao,Norte,P025,Cinturón cuero,Moda,1,36.83,36.83,Web,Transferencia,5.0,36.83,Thursday
PED205346,2025-01-16,C100289,Cliente 0290,Bilbao,Norte,P019,Banda elástica,Deporte,4,59.53,238.12,Web,PayPal,5.0,59.53,Thursday
PED205855,2025-01-16,C100071,Cliente 0072,Barcelona,Cataluña,P010,Robot aspirador,Hogar,3,107.4,322.2,App móvil,Transferencia,,107.4,Thursday
PED204401,2025-01-16,C100338,Cliente 0339,Valencia,Levante,P003,Ratón inalámbrico,Electrónica,3,100.35,301.05,Web,Tarjeta,,100.35,Thursday
PED207860,2025-01-16,C100087,Cliente 0088,Sevilla,Andalucía,P012,Set sábanas,Hogar,1,28.07,28.07,Web,Tarjeta,4.0,28.07,Thursday
PED209299,2025-01-16,C100291,Cliente 0292,Valencia,Levante,P023,Mochila urbana,Moda,2,73.24,146.48,Web,Tarjeta,3.0,73.24,Thursday
PED204353,2025-01-16,C100071,Cliente 0072,Barcelona,Cataluña,P024,Gafas de sol,Moda,3,64.86,194.58,App móvil,Tarjeta,4.0,64.86,Thursday
PED203236,2025-01-16,C100334,Cliente 0335,Bilbao,Norte,P027,Set bolígrafos,Papelería,4,193.13,772.52,App móvil,Contra reembolso,5.0,193.13,Thursday
PED204152,2025-01-16,C100273,Cliente 0274,Vigo,Norte,P030,Rotuladores 24u,Papelería,2,149.62,299.24,Web,Tarjeta,5.0,149.62,Thursday
PED211787,2025-01-16,C100164,Cliente 0165,Bilbao,Norte,P010,Robot aspirador,Hogar,5,120.51,602.55,Web,Tarjeta,2.0,120.51,Thursday
PED205608,2025-01-16,C100045,Cliente 0046,Vigo,Norte,P010,Robot aspirador,Hogar,1,123.53,123.53,App móvil,Tarjeta,,123.53,Thursday
PED206724,2025-01-17,C100306,Cliente 0307,Sevilla,Andalucía,P007,Webcam HD,Electrónica,1,147.0,147.0,Web,Tarjeta,,147.0,Friday
PED205839,2025-01-17,C100283,Cliente 0284,Bilbao,Norte,P009,Bombilla inteligente,Hogar,4,96.0,384.0,App móvil,Tarjeta,1.0,96.0,Friday
PED211043,2025-01-17,C100229,Cliente 0230,Barcelona,Cataluña,P002,Cargador USB-C,Electrónica,1,39.04,39.04,Web,Tarjeta,4.0,39.04,Friday
PED211029,2025-01-17,C100067,Cliente 0068,Sevilla,Andalucía,P009,Bombilla inteligente,Hogar,5,91.07,455.35,Web,Tarjeta,3.0,91.07,Friday
PED201462,2025-01-17,C100194,Cliente 0195,Vigo,Norte,P010,Robot aspirador,Hogar,2,99.3,198.6,Web,PayPal,,99.3,Friday
PED202725,2025-01-17,C100020,Cliente 0021,Zaragoza,Centro,P020,Reloj deportivo,Deporte,2,181.09,362.18,App móvil,Transferencia,5.0,181.09,Friday
PED207778,2025-01-17,C100147,Cliente 0148,Valencia,Levante,P018,Zapatillas running,Deporte,4,110.56,442.24,App móvil,PayPal,5.0,110.56,Friday
PED201649,2025-01-17,C100244,Cliente 0245,Málaga,Andalucía,P026,Cuaderno A5,Papelería,3,36.26,108.78,App móvil,PayPal,5.0,36.26,Friday
PED201708,2025-01-17,C100282,Cliente 0283,Málaga,Andalucía,P007,Webcam HD,Electrónica,4,155.17,620.68,Marketplace,Contra reembolso,4.0,155.17,Friday
PED205623,2025-01-17,C100036,Cliente 0037,Palma,Levante,P030,Rotuladores 24u,Papelería,5,145.97,729.85,Web,Tarjeta,3.0,145.97,Friday
PED211386,2025-01-17,C100209,Cliente 0210,Murcia,Levante,P007,Webcam HD,Electrónica,5,137.64,688.2,App móvil,PayPal,5.0,137.64,Friday
PED204768,2025-01-17,C100185,Cliente 0186,Bilbao,Norte,P005,Altavoz portátil,Electrónica,3,80.83,242.49,Web,Tarjeta,4.0,80.83,Friday
PED211349,2025-01-17,C100320,Cliente 0321,Sevilla,Andalucía,P021,Camiseta algodón,Moda,2,157.45,314.9,Web,Tarjeta,5.0,157.45,Friday
PED203884,2025-01-17,C100026,Cliente 0027,Bilbao,Norte,P021,Camiseta algodón,Moda,2,127.49,254.98,App móvil,Contra reembolso,3.0,127.49,Friday
PED201875,2025-01-17,C100200,Cliente 0201,Sevilla,Andalucía,P020,Reloj deportivo,Deporte,3,181.47,544.41,Web,Tarjeta,5.0,181.47,Friday
PED207908,2025-01-17,C100190,Cliente 0191,Málaga,Andalucía,P023,Mochila urbana,Moda,4,65.12,260.48,Web,PayPal,4.0,65.12,Friday
PED208870,2025-01-18,C100298,Cliente 0299,Valencia,Levante,P012,Set sábanas,Hogar,1,26.35,26.35,Web,PayPal,4.0,26.35,Saturday
PED200539,2025-01-18,C100002,Cliente 0003,Málaga,Andalucía,P009,Bombilla inteligente,Hogar,1,95.3,95.3,App móvil,Tarjeta,4.0,95.3,Saturday
PED206963,2025-01-18,C100240,Cliente 0241,Barcelona,Cataluña,P023,Mochila urbana,Moda,5,62.51,312.55,Marketplace,Transferencia,5.0,62.51,Saturday
PED200069,2025-01-18,C100108,Cliente 0109,Bilbao,Norte,P006,Powerbank 10000mAh,Electrónica,2,107.19,214.38,Web,Tarjeta,3.0,107.19,Saturday
PED208323,2025-01-18,C100095,Cliente 0096,Valencia,Levante,P008,"Monitor 24""",Electrónica,1,140.96,140.96,App móvil,Tarjeta,4.0,140.96,Saturday
PED203954,2025-01-18,C100071,Cliente 0072,Barcelona,Cataluña,P006,Powerbank 10000mAh,Electrónica,2,90.1,180.2,Marketplace,Tarjeta,4.0,90.1,Saturday
PED207648,2025-01-18,C100317,Cliente 0318,Murcia,Levante,P029,Mochila portátil,Papelería,1,74.76,74.76,App móvil,Tarjeta,4.0,74.76,Saturday
PED211779,2025-01-18,C100079,Cliente 0080,Málaga,Andalucía,P016,Mancuernas 5kg,Deporte,1,86.77,86.77,App móvil,Tarjeta,3.0,86.77,Saturday
PED200732,2025-01-18,C100164,Cliente 0165,Bilbao,Norte,P028,Agenda 2026,Papelería,1,91.23,91.23,Web,Tarjeta,5.0,91.23,Saturday
PED204869,2025-01-18,C100000,Cliente 0001,Madrid,Centro,P019,Banda elástica,Deporte,4,66.48,265.92,Marketplace,PayPal,2.0,66.48,Saturday
PED206027,2025-01-18,C100121,Cliente 0122,Málaga,Andalucía,P020,Reloj deportivo,Deporte,1,151.47,151.47,Web,PayPal,4.0,151.47,Saturday
PED208744,2025-01-18,C100332,Cliente 0333,Sevilla,Andalucía,P017,Botella térmica,Deporte,3,129.95,389.85,App móvil,PayPal,,129.95,Saturday
PED210086,2025-01-18,C100264,Cliente 0265,Vigo,Norte,P019,Banda elástica,Deporte,1,64.29,64.29,Web,Tarjeta,2.0,64.29,Saturday
